Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 1 ongeval wegvervoer letsel julianaplein amsterdam,Ongeval met letsel op Julianaplein in Amsterdam,2023-10-31,17:25:39
brandweer,"prio 4 a12 r - utrechtsebaan 2,5 sgravh ongeval wegvervoer materieel",Brandweer naar A12 in Den Haag voor Ongeval Wegvervoer Materieel,2023-10-31,17:25:05
brandweer,"prio 4 a12 re 8,8 sgravh wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer naar A12 in Den Haag,2023-10-31,17:22:50
politie,ongeval wegvervoer letsel a67 re lierop,Politie naar A67 in Lierop voor ongeval met letsel,2023-10-31,17:32:59
politie,contact mka svp,Politie  voor contact met de meldkamer opnemen,2023-10-31,17:31:38
politie,aanrijding letsel nieuwstraat esdoornlaan vroomshoop 685265,Politie naar Nieuwstraat in Vroomshoop voor ongeval met letsel,2023-10-31,17:30:58
politie,aanrijding letsel zuigerplasdreef voorstraat lelystad,Politie naar Zuigerplasdreef in Lelystad voor ongeval met letsel,2023-10-31,17:30:43
politie,aanrijding letsel voorstraat lelystad,Geen beschrijving beschikbaar,2023-10-31,17:29:29
politie,ongeval wegvervoer letsel n272 - zuid-om gemert,Politie naar Zuid-Om in Gemert voor ongeval met letsel,2023-10-31,17:29:20
brandweer,p 1 brt-02 br bijgebouw eigenhof overschiese kleiweg rotterdam 170531,Brand in bijgebouw op Overschiese Kleiweg in Rotterdam,2023-10-31,17:47:16
brandweer,p 1 bdh-04 br woning dorpsstraat zoetermeer 159650 155330 155230 159592,Woningbrand op Dorpsstraat in Zoetermeer,2023-10-31,17:46:29
brandweer,p 1 bzb-03 hv overig norbartstraat etten-leur 203093,Brandweer met spoed naar Norbartstraat in Etten-Leur,2023-10-31,17:41:37
brandweer,p 2 brt-01 oms brandmelding de blink bergweg rotterdam 170631,Automatisch brandalarm op Bergweg in Rotterdam,2023-10-31,17:41:16
politie,"prio 1, vaartuig motor / stuur problemen, hrn1",Politie met spoed voor vaartuig in problemen,2023-10-31,17:44:22
politie,1 ongeval wegvervoer letsel oudedijk rotterdam icnum 586127,Politie naar Oudedijk in Rotterdam voor ongeval met letsel,2023-10-31,17:44:12
politie,"ongeval/wegvervoer/letsel prio 1 groningen a7 li - weg der verenigde naties 193,8",Ongeval met letsel op A7 in Groningen,2023-10-31,17:40:46
brandweer,p 2 bdh-05 brandgerucht gemeentehuis rijswijk bogaardplein rijswijk zh 155630,Geen beschrijving beschikbaar,2023-10-31,17:58:14
brandweer,p 2 herbezet./kazerneren kazerne frobenstraat rotterdam sk05,Brandweer met gepaste spoed naar Frobenstraat in Rotterdam,2023-10-31,17:57:54
brandweer,p 1 bdh-04 middel br br woning dorpsstraat zoetermeer 157782 159599,Geen beschrijving beschikbaar,2023-10-31,17:57:33
brandweer,p 1 brt-02 middel br br agrarisch eigenhof overschiese kleiweg rotterdam,Brand bij agrarisch bedrijf op Overschiese Kleiweg in Rotterdam,2023-10-31,17:57:14
brandweer,p 2 herbezet./kazerneren kazerne schiedam schiedam sk04,Brandweer met gepaste spoed naar Schiedam,2023-10-31,17:57:03
brandweer,p 1 brt-02 middel br br agrarisch eigenhof overschiese kleiweg rotterdam,Brand bij agrarisch bedrijf op Overschiese Kleiweg in Rotterdam,2023-10-31,17:57:00
brandweer,p 1 bnh-01 reanimatie john deelaan hoofddorp 124330,Assistentie bij reanimatie op John Deelaan in Hoofddorp,2023-10-31,17:56:31
brandweer,p 2 blb-02 brandgerucht kerkstraat hulsberg 243441,Brandgerucht op Kerkstraat in Hulsberg,2023-10-31,17:56:14
brandweer,prins bernhardbrug vrijhouden voor hulpdiensten,Brandweer,2023-10-31,17:54:16
brandweer,p 2 blb-03 brandgerucht fletcher hotel milaanstraat sittard 244631,Brandgerucht op Milaanstraat in Sittard,2023-10-31,17:52:48
brandweer,p 2 blb-03 brandgerucht fletcher hotel milaanstraat sittard 244231,Brandgerucht op Milaanstraat in Sittard,2023-10-31,17:51:13
brandweer,p 2 bnh-02 oms brandmelding raphaelstichting - iduna duinweg schoorl 104241,Automatisch brandalarm op Duinweg in Schoorl,2023-10-31,17:49:12
brandweer,p 1 brt-02 br agrarisch eigenhof overschiese kleiweg rotterdam 170551 170431 179192,Brand bij agrarisch bedrijf op Overschiese Kleiweg in Rotterdam,2023-10-31,17:48:50
politie,aanrijding letsel lange water middachtensingel arnhem 685329,Politie naar Lange Water in Arnhem voor ongeval met letsel,2023-10-31,17:58:28
politie,aanrijding letsel hortensiastraat wethouder alferinkweg zwolle 685315,Politie naar Hortensiastraat in Zwolle voor ongeval met letsel,2023-10-31,17:56:58
politie,"ongeval/wegvervoer/letsel prio 1 drachten n31 re - kp drachten 76,0 v",Ongeval met letsel in Drachten,2023-10-31,17:53:55
politie,aanvaring letsel van karnebeekstraat zwolle 685230,Geen beschrijving beschikbaar,2023-10-31,17:49:04
politie,aanrijding letsel muntmeesterdreef dronten,Politie naar Muntmeesterdreef in Dronten voor ongeval met letsel,2023-10-31,17:48:52
brandweer,proefalarm avond brandweer veiligheidsregio rotterdam rijnmond.,Proefalarm in Rotterdam,2023-10-31,18:15:35
brandweer,p 1 brt-02 middel br br agrarisch eigenhof overschiese kleiweg rotterdam 179201,Brand bij agrarisch bedrijf op Overschiese Kleiweg in Rotterdam,2023-10-31,18:14:54
brandweer,p 2 bon-03 ophalen zichtscherm waalbandijk haaften 086631,Brandweer met gepaste spoed naar Waalbandijk in Haaften,2023-10-31,18:14:33
brandweer,p 1 bnn-01 stank/hind. lucht gaslucht binnen meting rembrandtlaan heerenveen 026793 026432,Gaslucht op Rembrandtlaan in Heerenveen,2023-10-31,18:11:59
brandweer,p 1 ongeval wegvervoer letsel scheldestraat amsterdam,Ongeval met letsel op Scheldestraat in Amsterdam,2023-10-31,18:10:54
brandweer,"prio 2 a20 li 17,2 maasld verdacht persoon",Geen beschrijving beschikbaar,2023-10-31,18:10:31
brandweer,spoedambu prinses margrietsluis,Brandweer,2023-10-31,18:07:51
politie,2 ongeval wegvervoer materieel pleinweg rotterdam icnum 586188,Geen beschrijving beschikbaar,2023-10-31,18:17:44
politie,u bent nu actief in de functie ca rot piket.,Politie,2023-10-31,18:17:35
politie,aanrijding letsel ecall:  n347 re enter 685363,Politie naar N347 in Enter voor ongeval met letsel,2023-10-31,18:16:10
politie,"aanrijding letsel n347 li 17,2 enter 685358",Politie naar N347 in Enter voor ongeval met letsel,2023-10-31,18:14:14
politie,ongeval/wegvervoer/letsel prio 1 groningen a7 li - weg der verenigde naties,Ongeval met letsel op A7 in Groningen,2023-10-31,18:04:52
politie,aanrijding letsel frieseweg kampen 685335,Politie naar Frieseweg in Kampen voor ongeval met letsel,2023-10-31,18:04:18
trauma,arnhem lange water,Traumaheli naar Lange Water in Arnhem,2023-10-31,18:09:12
brandweer,p 1 bnh-01 persoon te water den oeverseweg koningin beatrixlaan slootdorp 106513 106594 105037,Persoon te water op Den Oeverseweg in Slootdorp,2023-10-31,18:26:43
brandweer,p 1 399451 letsel rithsestraat princenhagelaan rithsestraat breda,Ongeval met letsel op Rithsestraat in Breda,2023-10-31,18:22:49
brandweer,p 2 blb-01 brandgerucht westrom de hanze roermond 235169,Brandgerucht in Roermond,2023-10-31,18:19:59
brandweer,prio 2 afrit a20 li - maassluis 7 maasld verdacht persoon,Brandweer met gepaste spoed naar A20,2023-10-31,18:19:14
brandweer,p 2 blb-01 brandgerucht westrom de hanze roermond 235131,Brandgerucht in Roermond,2023-10-31,18:18:03
brandweer,##settime 18:18:00 31-10-2023##,Geen beschrijving beschikbaar,2023-10-31,18:17:59
brandweer,u bent niet langer actief in de functie ca rot piket.,Brandweer,2023-10-31,18:17:35
politie,aanrijding letsel siemelinksweg deventer 685384,Politie naar Siemelinksweg in Deventer voor ongeval met letsel,2023-10-31,18:27:07
politie,aanrijding letsel koningsweg dorresteinweg soest,Politie naar Koningsweg in Soest voor ongeval met letsel,2023-10-31,18:18:53
brandweer,p 5 proefalarm geplande actie meldkamer noord-holland zijlweg haarlem,Brandweer met spoed naar Zijlweg in Haarlem,2023-10-31,18:29:55
politie,aanrijding letsel roermondsepoort venlo,Politie naar Roermondsepoort in Venlo voor ongeval met letsel,2023-10-31,18:36:52
politie,graag contact oc apeldoorn gms407,Politie naar Apeldoorn,2023-10-31,18:35:31
brandweer,p 1 bzb-01 hv weg letsel almkerkseweg woudrichem 205271,Ongeval met letsel op Almkerkseweg in Woudrichem,2023-10-31,18:47:44
brandweer,p 1 399481 letsel almkerkseweg woudrichem,Ongeval met letsel op Almkerkseweg in Woudrichem,2023-10-31,18:47:44
brandweer,p 1 bzb-01 hv weg letsel almkerkseweg woudrichem 205092 205634,Ongeval met letsel op Almkerkseweg in Woudrichem,2023-10-31,18:47:01
brandweer,graag contact meldkamer brandweer.,Brandweer,2023-10-31,18:45:14
brandweer,p 2 bnn-02 liftopsluiting energiewacht amerikaweg assen 038232,Assistentie bij liftopsluiting op Amerikaweg in Assen,2023-10-31,18:42:20
brandweer,p 2 bdh-02 rookmelder buitenom 's-gravenhage 157830,Rookmelder op Buitenom in Den Haag,2023-10-31,18:40:37
brandweer,ovdbz graag telefonisch contact caco,Brandweer,2023-10-31,18:39:18
brandweer,p 1 bdh-01 oms brandmelding haagse hoge huis waldorpstraat 's-gravenhage 157630,Automatisch brandalarm op Waldorpstraat in Den Haag,2023-10-31,18:39:09
brandweer,p 2 brt-01 stank/hind. lucht mauritsstraat capelle aan den ijssel 171131,Brandweer met gepaste spoed naar Mauritsstraat in Capelle Aan Den Ijssel,2023-10-31,18:38:52
politie,aanrijding letsel n291 - ottersumseweg gennep,Politie naar Ottersumseweg in Gennep voor ongeval met letsel,2023-10-31,18:43:07
politie,incident 685413 graag contact oc apeldoorn,Politie naar Apeldoorn,2023-10-31,18:41:43
brandweer,p 2 bon-02 stank/hind. lucht gaslucht binnen ceintuurbaan deventer 042830,Gaslucht op Ceintuurbaan in Deventer,2023-10-31,18:52:16
brandweer,"p 2 brt-01 stank/hind. lucht ags, ovd-b mauritsstraat capelle aan den ijssel 179021 179193",Brandweer met gepaste spoed naar Mauritsstraat in Capelle Aan Den Ijssel,2023-10-31,18:50:56
brandweer,p 2 bob-01 ass. ambu dintel veldhoven 224541,Brandweer met gepaste spoed naar Dintel in Veldhoven,2023-10-31,18:50:30
politie,1 ongeval wegvervoer letsel varkenoordseviaduct rotterdam icnum 586250,Politie naar Rotterdam voor ongeval met letsel,2023-10-31,18:58:28
politie,aanrijding letsel weidebloemenlaan woerden,Geen beschrijving beschikbaar,2023-10-31,18:56:01
politie,ongeval wegvervoer letsel shell anthony fokkerwegja eindhoven,Politie naar Anthony Fokkerweg in Eindhoven voor ongeval met letsel,2023-10-31,18:49:50
politie,"graag contact mka, dank u",Politie  voor contact met de meldkamer opnemen,2023-10-31,18:49:29
trauma,a1 ambu 08993 - vuren mildijk,Traumaheli naar Mildijk in Vuren,2023-10-31,18:55:04
trauma,a1 ambu 17902 almkerkseweg woudrichem woudrm bon 152903,Traumaheli,2023-10-31,18:54:42
trauma,a1 dia: ja ambu 17992 mildijk 4214ds vuren vuren bon 152902,Traumaheli naar 4214DS,2023-10-31,18:52:03
brandweer,"prio 4 a44 re - rijksstraatweg,3 wassnr ongeval wegvervoer materieel",Brandweer naar Rijksstraatweg in Wassenaar voor Ongeval Wegvervoer Materieel,2023-10-31,19:19:29
brandweer,test test test!!!! brt-04 br buiten kazerne hoogvliet rotterdam v rietbroek hoogvliet rotterdam 172231,Geen beschrijving beschikbaar,2023-10-31,19:19:26
brandweer,p oefening bzb-kaz- oefening hooiweg waspik 207133,Brandweer naar Hooiweg in Waspik  dit betreft een oefening,2023-10-31,19:15:25
brandweer,oefening p 1 bnn-10 br bijgebouw loods/grote schuur gremmer constructie bv scheemderzwaag scheemda 012933,Brand in bijgebouw op Scheemderzwaag in Scheemda,2023-10-31,19:14:41
brandweer,p 1 399508 letsel lichttorenhoofd etten-leur,Ongeval met letsel op Lichttorenhoofd in Etten-Leur,2023-10-31,19:13:08
brandweer,test test test op verzoek.,Brandweer   test/oefening,2023-10-31,19:12:46
brandweer,p 2 brt-01 stank/hind. lucht mauritsstraat capelle aan den ijssel 171132,Brandweer met gepaste spoed naar Mauritsstraat in Capelle Aan Den Ijssel,2023-10-31,19:10:37
brandweer,p 2 brt-03 oms brandmelding robedrijf gemeente rotterdam zuidlaardermeer rotterdam 171031,Automatisch brandalarm op Zuidlaardermeer in Rotterdam,2023-10-31,19:07:46
brandweer,"p 2 brt-01 stank/hind. lucht ovd-bz ovd-b, ags mauritsstraat capelle aan den ijssel",Brandweer met gepaste spoed naar Mauritsstraat in Capelle Aan Den Ijssel,2023-10-31,19:06:41
brandweer,p 2 bnn-04 dier in problemen oranjekanaal n.z. zuidveld 038341,Dier in problemen op Oranjekanaal N.Z. in Zuidveld,2023-10-31,19:06:18
brandweer,p 1 bnn-03 ongeval wegvervoer auto westenesscherstraat emmen 038671,Ongeval op Westenesscherstraat in Emmen,2023-10-31,19:05:20
brandweer,p 1 bnn-03 ongeval wegvervoer auto westenesscherstraat emmen 038693 038633,Ongeval op Westenesscherstraat in Emmen,2023-10-31,19:04:12
brandweer,p 2 bob-01 ass. ambu dintel veldhoven 224551,Geen beschrijving beschikbaar,2023-10-31,19:03:47
brandweer,p 2 bnh-02 liftopsluiting hotel zeerust boodtlaan de koog 105931,Geen beschrijving beschikbaar,2023-10-31,19:01:59
politie,2 ongeval wegvervoer materieel marconistraat rotterdam icnum 586299,Politie naar Marconistraat in Rotterdam voor Ongeval Wegvervoer Materieel,2023-10-31,19:23:24
politie,2 ongeval wegvervoer materieel marconistraat rotterdam icnum 586298,Politie naar Marconistraat in Rotterdam voor Ongeval Wegvervoer Materieel,2023-10-31,19:23:24
politie,graag contact oc lls,Politie,2023-10-31,19:22:12
politie,aanrijding letsel molenstraat woerden,Politie naar Molenstraat in Woerden voor ongeval met letsel,2023-10-31,19:19:27
politie,graag contact oc apeldoorn - gms479,Politie naar Apeldoorn,2023-10-31,19:13:21
politie,svp contact mka,Politie  voor contact met de meldkamer opnemen,2023-10-31,19:12:05
politie,aanrijding letsel laaressingel minkmaatstraat enschede 685488,Politie naar Laaressingel in Enschede voor ongeval met letsel,2023-10-31,19:11:20
politie,aanrijding letsel n305 re - waterlandseweg almere,Politie naar Waterlandseweg in Almere voor ongeval met letsel,2023-10-31,19:09:31
politie,ongeval/wegvervoer/letsel prio 1 emmen westenesscherstraat,Ongeval met letsel op Westenesscherstraat in Emmen,2023-10-31,19:05:20
politie,aanrijding letsel twekkelerweg hengelo 685464,Politie naar Hengelo voor ongeval met letsel,2023-10-31,19:00:59
brandweer,p oefening bzb-19 hv letsel haringkaker biervliet 194533,Geen beschrijving beschikbaar,2023-10-31,19:35:33
brandweer,p 2 bad-01 co-melder groot blankenberg amsterdam 135131,Brandweer met gepaste spoed naar Groot Blankenberg in Amsterdam,2023-10-31,19:34:07
brandweer,p 1 bdh-01 oefening br woning waagdam warmond 161330 inmelden kanaal 466,Woningbrand op Waagdam in Warmond,2023-10-31,19:31:35
brandweer,p 2 bmd-01 br wegvervoer zeverijnstraat gijsbrecht van amstelstraat hilversum 147164 142131,Voertuigbrand op Zeverijnstraat in Hilversum,2023-10-31,19:29:52
brandweer,p 5 oefening oms brandmelding huize de bankier korte kruisweg maasdijk 156330,Brandweer naar Korte Kruisweg in Maasdijk voor Automatisch brandalarm dit betreft een oefening,2023-10-31,19:29:11
politie,graag contact meldkamer politie 565,Politie,2023-10-31,19:35:31
politie,bel oc 274610,Politie,2023-10-31,19:34:16
politie,bel oc - 274728,Politie,2023-10-31,19:29:44
politie,prio 1 ambulancepost ggd waldorpstraat sgravh ongeval wegvervoer letsel,Ongeval met letsel op Waldorpstraat in Den Haag,2023-10-31,19:29:03
brandweer,"p 2 bnn-01 dienstverlening verlichting n919 - kolonievaart,4 huis ter heide dr 038035",Brandweer met gepaste spoed naar Kolonievaart in Huis Ter Heide,2023-10-31,19:45:39
brandweer,p oefening bzb-19 middel hv hv letsel haringkaker biervliet 198631 196534,Brandweer naar Haringkaker in Biervliet voor ongeval met letsel dit betreft een oefening,2023-10-31,19:45:35
brandweer,test test precom pagers icb erremu,Geen beschrijving beschikbaar,2023-10-31,19:45:20
brandweer,test precom pagers,Brandweer   test/oefening,2023-10-31,19:44:10
brandweer,p 1 bnn-02 stank/hind. lucht gaslucht buiten krullweg foxhol 013593 012133,Gaslucht op Krullweg in Foxhol,2023-10-31,19:37:44
politie,graag bellen cellengang zwolle,Politie naar Zwolle,2023-10-31,19:38:55
brandweer,p 1 bzb-01 br wegvervoer auto gagelboslaan bergen op zoom 201531,Voertuigbrand op Gagelboslaan in Bergen Op Zoom,2023-10-31,19:53:39
brandweer,p 1 brt-04 oms handmelder detentiecentrum rotterdam portelabaan rotterdam 170531,Automatisch brandalarm (handmelder) op Portelabaan in Rotterdam,2023-10-31,19:49:29
politie,prio 1 van der valk boumanweg leiddp ongeval wegvervoer letsel,Ongeval met letsel op Van der Valk Boumanweg in Leiderdorp,2023-10-31,19:56:54
politie,ongeval wegvervoer letsel bst a67 re - meelakkers geldrop,Politie naar A67 in Geldrop voor ongeval met letsel,2023-10-31,19:56:14
politie,test,Geen beschrijving beschikbaar,2023-10-31,19:49:38
brandweer,p 2 bnn-04 stank/hind. benzinelucht stichting de trans socio woningen brandgans emmen 038693 038633,Brandweer met gepaste spoed naar Brandgans in Emmen,2023-10-31,20:12:33
brandweer,p 2 brt-02 stank/hind. lucht kastanjelaan puttershoek 186031,Brandweer met gepaste spoed naar Kastanjelaan in Puttershoek,2023-10-31,20:12:07
brandweer,p 2 bzb-01 stank/hind. lucht meting okkerlaak zevenbergen 201139,Brandweer met gepaste spoed naar Okkerlaak in Zevenbergen,2023-10-31,20:10:50
brandweer,graag tel.contact mkon ass. pol velperweg arnhem 073097,Brandweer naar Velperweg in Arnhem,2023-10-31,20:09:33
brandweer,p 2 bnh-02 co-melder 1e landdwarsstraat alkmaar 104131,Geen beschrijving beschikbaar,2023-10-31,20:08:17
brandweer,p 1 bad-02 ass. ambu deur openen jacob van arteveldestraat amsterdam 132431,Brandweer met spoed naar Jacob van Arteveldestraat in Amsterdam,2023-10-31,20:08:15
brandweer,p 1 bdh-02 oms brandmelding tabitha mozartlaan 's-gravenhage 159631,Automatisch brandalarm op Mozartlaan in Den Haag,2023-10-31,20:01:57
brandweer,p 2 contact ac aub bad-01 co-melder groot blankenberg amsterdam,Geen beschrijving beschikbaar,2023-10-31,19:58:01
brandweer,p 2 bon-01 rookmelder nieuwe maanderbuurtweg ede 072831,Rookmelder op Nieuwe Maanderbuurtweg in Ede,2023-10-31,19:57:38
politie,prio 1 hoofdstraat krimlk ongeval wegvervoer letsel,Ongeval met letsel op Hoofdstraat in Krimpen Aan De Lek,2023-10-31,20:10:10
politie,ggd-vpk gaarne contact oc apeldoorn 612,Politie naar Apeldoorn,2023-10-31,20:08:40
politie,1 ongeval wegvervoer letsel stad en landschap krimpen aan den ijss icnum 586394,Politie naar Stad en Landschap in Krimpen Aan Den Ijssel voor ongeval met letsel,2023-10-31,20:08:35
politie,"prio 1, man in het water, elb..",Politie met spoed,2023-10-31,20:01:35
politie,2 ongeval wegvervoer materieel strevelsweg rotterdam icnum 586382,Politie naar Strevelsweg in Rotterdam voor Ongeval Wegvervoer Materieel,2023-10-31,19:58:18
brandweer,p 2 bad-03 ass. ambu afhijsen woutertje pietersestraat amsterdam 139251 132431,Assistentie ambulance voor afhijsen patiënt op Woutertje Pietersestraat in Amsterdam,2023-10-31,20:20:14
brandweer,"p 2 bzb-01 stank/hind. lucht ags, ovd-b okkerlaak zevenbergen 203093 200021",Brandweer met gepaste spoed naar Okkerlaak in Zevenbergen,2023-10-31,20:18:24
brandweer,p 2 bnh-01 co-melder heijermansstraat zaandam 118034,Brandweer met gepaste spoed naar Heijermansstraat in Zaandam,2023-10-31,20:15:27
politie,"graag contact mka, dank u",Politie  voor contact met de meldkamer opnemen,2023-10-31,20:16:23
brandweer,neem contact op met rpa 2,Brandweer,2023-10-31,20:31:16
brandweer,p 2 bdh-03 brandgerucht haan n207 re - zegerbaan alphen aan den rijn 162233,Brandgerucht op N207,2023-10-31,20:29:03
brandweer,p 1 brt-02 br bijgebouw eigenhof overschiese kleiweg rotterdam 170531,Brand in bijgebouw op Overschiese Kleiweg in Rotterdam,2023-10-31,20:28:23
brandweer,graag contact opnemen ovdp zeeland 088-9638932,Brandweer naar Zeeland,2023-10-31,20:27:10
brandweer,p 2 bnh-03 br buiten klein belgie vijfhuizen 123130,Buitenbrand op Klein Belgie in Vijfhuizen,2023-10-31,20:26:20
brandweer,"p 1 brt-03 br wegvervoer auto a16 re 29,4 hendrik-ido-ambacht 170331",Voertuigbrand op A16 in Hendrik-Ido-Ambacht,2023-10-31,20:25:11
politie,graag contact oc apeldoorn gms 666,Politie naar Apeldoorn,2023-10-31,20:32:22
politie,graag contact oc apeldoorn 675,Politie naar Apeldoorn,2023-10-31,20:29:27
politie,incident aanrijding wild veldweg emst 685675,Politie naar Veldweg in Emst,2023-10-31,20:28:09
trauma,a1 mmt 13991 jacob van arteveldestraat amsterdam 97968,Traumaheli naar Jacob van Arteveldestraat in Amsterdam,2023-10-31,20:26:54
brandweer,"p 2 bzb-01 stank/hind. lucht ovd-bz ovd-b, ags okkerlaak zevenbergen",Brandweer met gepaste spoed naar Okkerlaak in Zevenbergen,2023-10-31,20:43:20
brandweer,p 1 brt-06 stank/hind. lucht gaslucht waterloostraat rotterdam 170931 179193,Gaslucht op Waterloostraat in Rotterdam,2023-10-31,20:42:22
brandweer,p 2 brt-05 br afval kazerne rozenburg laan van nieuw blankenburg rozenburg zh 171731,Afvalbrand op Laan van Nieuw Blankenburg in Rozenburg,2023-10-31,20:38:52
politie,"goedenavond, graag contact opco-oc",Politie,2023-10-31,20:41:07
brandweer,p 1 ongeval wegvervoer letsel diemerpolderweg diemen,Ongeval met letsel op Diemerpolderweg in Diemen,2023-10-31,20:56:19
brandweer,p 2 bad-02 liftopsluiting grubbehoeve amsterdam 134131,Assistentie bij liftopsluiting op Grubbehoeve in Amsterdam,2023-10-31,20:54:25
brandweer,ovd-bz mkz contact oc brandweer aub,Brandweer,2023-10-31,20:52:59
brandweer,p 2 bad-01 dienstverlening j.h.leopoldhof weesp 134151 134531,Brandweer met spoed naar J.H.Leopoldhof in Weesp,2023-10-31,20:48:03
brandweer,p 2 bzb-02 stank/hind. lucht meting lilahof tilburg 209432,Brandweer met gepaste spoed naar Lilahof in Tilburg,2023-10-31,21:11:30
brandweer,p 2 bnh-03 br buiten ovd-b klein belgie vijfhuizen 121292,Buitenbrand op Klein Belgie in Vijfhuizen,2023-10-31,21:07:10
brandweer,p 1 achtervolging louwesweg amsterdam,Brandweer met spoed naar Louwesweg in Amsterdam,2023-10-31,21:02:41
brandweer,p 1 bon-01 ass. ambu godfried bomansstraat tiel 088532,Brandweer met spoed naar Godfried Bomansstraat in Tiel,2023-10-31,21:01:53
brandweer,p 1 bon-01 ass. ambu afhijsen godfried bomansstraat tiel 088551,Assistentie ambulance voor afhijsen patiënt op Godfried Bomansstraat in Tiel,2023-10-31,21:01:53
brandweer,p 1 bad-03 pac brandmelding cj hendriks cacaoweg amsterdam 138861 138831,Automatisch brandalarm op Cacaoweg in Amsterdam,2023-10-31,20:59:50
politie,ongeval/wegvervoer/letsel prio 1 beilen 't spiek torenlaan,Geen beschrijving beschikbaar,2023-10-31,21:14:35
politie,prio 2 leidseweg leiden ongeval wegvervoer letsel,Ongeval met letsel op Leidseweg in Leiden,2023-10-31,21:13:57
politie,aanrijding letsel voor de kijkuit tiel 685757,Politie naar Voor de Kijkuit in Tiel voor ongeval met letsel,2023-10-31,21:08:46
brandweer,"prio 4 a12 re 10,9 zoetmr wegverkeer verkeersstremming",Brandweer naar A12 in Zoetermeer,2023-10-31,21:26:57
brandweer,p 2 bzb-03 co-melder hotel de blanke top boulevard de wielingen cadzand 196532,Brandweer met gepaste spoed naar Boulevard de Wielingen in Cadzand,2023-10-31,21:23:05
brandweer,p 2 br nacontrole blikseminslag achtersloot ijsselstein 098031,Nacontrole op Achtersloot in Ijsselstein,2023-10-31,21:22:24
brandweer,p 1 bob-02 dienstverlening gaslucht binnen jumbo supermarkt stationsstraat deurne 223231,Gaslucht op Stationsstraat in Deurne,2023-10-31,21:22:24
brandweer,p 1 intrekken alarm brw reanimatie gruttostraat strijen,Assistentie bij reanimatie op Gruttostraat in Strijen,2023-10-31,21:21:54
brandweer,p 2 bnh-01 co-melder verzorgingshuis kennemerduin herenweg heemstede 123540,Geen beschrijving beschikbaar,2023-10-31,21:20:41
brandweer,p 2 bon-02 liftopsluiting morgenzonweg winterswijk 066531,Assistentie bij liftopsluiting op Morgenzonweg in Winterswijk,2023-10-31,21:18:39
brandweer,p 1 brt-01 reanimatie inzet aed gruttostraat strijen 185931,Assistentie bij reanimatie op Gruttostraat in Strijen,2023-10-31,21:18:20
brandweer,p 2 contact mkb kazernecoordinator 12-kazerne heemstede nijverheidsweg heemstede,Brandweer met gepaste spoed naar Nijverheidsweg in Heemstede,2023-10-31,21:16:27
politie,graag contact mka nog,Politie  voor contact met de meldkamer opnemen,2023-10-31,21:20:07
brandweer,p 2 bon-01 br buiten hommelseweg onder de linden arnhem 073631,Buitenbrand op Hommelseweg in Arnhem,2023-10-31,21:34:09
brandweer,test test precom pagers,Geen beschrijving beschikbaar,2023-10-31,21:33:50
brandweer,p 3 proefalarm bennebroek 123630,Proefalarm in Bennebroek,2023-10-31,21:33:05
brandweer,p 2 bnh-02 co-melder westertuinen beverwijk 122230,Brandweer met gepaste spoed naar Westertuinen in Beverwijk,2023-10-31,21:31:07
brandweer,p 2 bdh-01 wateroverlast binnen hildebrandstraat 's-gravenhage 157630,Wateroverlast op Hildebrandstraat in Den Haag,2023-10-31,21:29:22
politie,piket gaarne contact oc rotterdam,Politie naar Rotterdam,2023-10-31,21:33:57
politie,bel oc 274544,Politie,2023-10-31,21:28:29
brandweer,p 1 brt-02 stank/hind. lucht gaslucht binnen prunuslaan ridderkerk 173831 179199,Gaslucht op Prunuslaan in Ridderkerk,2023-10-31,21:47:09
brandweer,p 2 bdh-02 wateroverlast binnen koediefstraat 's-gravenhage 157230,Wateroverlast op Koediefstraat in Den Haag,2023-10-31,21:46:52
brandweer,p 2 brt-01 liftopsluiting parkeergarage achterom achterom dordrecht 186532,Assistentie bij liftopsluiting op Achterom in Dordrecht,2023-10-31,21:44:57
trauma,a1 ambu 08993 - stadskanaal krommewijk,Traumaheli naar Krommewijk in Stadskanaal,2023-10-31,21:41:38
brandweer,p 2 bdh-02 wateroverlast binnen koediefstraat 's-gravenhage 157830,Geen beschrijving beschikbaar,2023-10-31,21:57:35
brandweer,p 1 bdh-03 ongeval wegvervoer statenlaan frederik hendriklaan 's-gravenhage 157770 157130 159591,Ongeval op Statenlaan in Den Haag,2023-10-31,21:56:03
politie,prio 1 statenlaan sgravh ongeval wegvervoer letsel,Geen beschrijving beschikbaar,2023-10-31,21:55:35
politie,prio 1 statenlaan frederik hendriklaan sgravh ongeval wegvervoer letsel,Ongeval met letsel op Statenlaan in Den Haag,2023-10-31,21:55:33
politie,aanrijding letsel westermeenweg harderwijk 685856,Politie naar Westermeenweg in Harderwijk voor ongeval met letsel,2023-10-31,21:54:22
politie,"graag contact mka, dank u",Politie  voor contact met de meldkamer opnemen,2023-10-31,21:49:59
brandweer,p 1 br wegvervoer auto lopikerweg oost lopik 092431,Voertuigbrand op Lopikerweg oost in Lopik,2023-10-31,22:13:53
brandweer,p 1 bnh-01 middel br br gebouw dak flamingo casino noorderkade alkmaar 106595 104132,Geen beschrijving beschikbaar,2023-10-31,22:13:26
