Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 1 ongeval wegvervoer letsel burgemeester eliasstraat amsterdam,Ongeval met letsel op Burgemeester Eliasstraat in Amsterdam,2024-02-03,22:56:01
brandweer,p 2 blb-01 ass. politie palemigerboord heerlen 243171,Brandweer met gepaste spoed naar Palemigerboord in Heerlen  assistentie politie,2024-02-03,22:54:18
brandweer,p 2 bnn-01 br buiten de mersken ureterp 026931,Buitenbrand op De Mersken in Ureterp,2024-02-03,22:52:18
politie,aanrijding letsel asselsestraat apeldoorn 85588,Politie naar Asselsestraat in Apeldoorn voor ongeval met letsel,2024-02-03,22:57:46
brandweer,p 2 bnn-04 co-melder cafe restaurant land van bartje buinerweg ees 038693 038531,Brandweer met gepaste spoed naar Buinerweg in Ees,2024-02-03,23:17:56
brandweer,111 357172 171112 173451 173561 173431 179194,Geen beschrijving beschikbaar,2024-02-03,23:17:05
brandweer,11 171111 357172 171112 173451 173561 173431 179194,Geen beschrijving beschikbaar,2024-02-03,23:17:04
brandweer,p 1 brt-01 persoon te water sluisjesdijk rotterdam 171692 170411 171,Geen beschrijving beschikbaar,2024-02-03,23:17:04
brandweer,p 1 brt-01 persoon te water sluisjesdijk rotterdam 171692 170411 171111 357172 171112 173451 173561 173431 179194,Geen beschrijving beschikbaar,2024-02-03,23:17:02
brandweer,p 1 brt-01 persoon te water sluisjesdijk rotterdam 171692 1704,Persoon te water op Sluisjesdijk in Rotterdam,2024-02-03,23:17:02
brandweer,herhaalde oproep ob gaarne contact mka,Brandweer  voor contact met de meldkamer opnemen,2024-02-03,23:06:59
politie,1 persoon te water sluisjesdijk rotterdam icnum 66234,Politie naar Sluisjesdijk in Rotterdam voor Persoon te water,2024-02-03,23:17:02
politie,graag contact oc apeldoorn - politie - 545,Politie naar Apeldoorn,2024-02-03,23:11:03
politie,aanrijding letsel soort ongeval: val langeveenseweg langeveen 85628,Politie naar Langeveenseweg in Langeveen voor ongeval met letsel,2024-02-03,23:08:50
politie,graag contact oc apeldoorn. gms 190,Politie naar Apeldoorn,2024-02-03,22:59:42
politie,"aanrijding letsel a2 re 63,9 utrecht",Politie naar A2 in Utrecht voor ongeval met letsel,2024-02-03,22:59:42
trauma,a1 ambu 17902 beatrix van liesveldstraatac naaldwijk naaldw bon 18182,Traumaheli naar Beatrix van Liesveldstraat in Naaldwijk,2024-02-03,23:08:25
trauma,a1 ambu 17992 beatrix van liesveldstraatac naaldwijk naaldw bon 18182,Traumaheli naar Beatrix van Liesveldstraat in Naaldwijk,2024-02-03,23:07:35
brandweer,p 1 bad-03 brandgerucht tweede van der helststraat amsterdam 139233,Brandgerucht op Tweede Van der Helststraat in Amsterdam,2024-02-03,23:25:24
brandweer,p 2 bad-02 stank/hind. lucht gaslucht sint nicolaasstraat amsterdam 133331,Gaslucht op Sint Nicolaasstraat in Amsterdam,2024-02-03,23:25:07
brandweer,p 2 bad-01 liftopsluiting maassluisstraat amsterdam 132631,Assistentie bij liftopsluiting op Maassluisstraat in Amsterdam,2024-02-03,23:22:42
politie,graag contact oc apeldoorn - politie - 522,Politie naar Apeldoorn,2024-02-03,23:25:59
trauma,a1 ambu 17902 sluisjesdijk rotterdam rottdm bon 18188,Traumaheli naar Sluisjesdijk in Rotterdam,2024-02-03,23:20:39
trauma,a1 ambu 17992 sluisjesdijk rotterdam rottdm bon 18188,Geen beschrijving beschikbaar,2024-02-03,23:18:48
brandweer,p 2 blb-02 graag telefonisch contact mkb. ass. politie wijffelterbroekdijk weert 234491,Brandweer met gepaste spoed naar Wijffelterbroekdijk in Weert  assistentie politie,2024-02-03,23:39:52
brandweer,p 1 bad-03 ass. ambu deur openen korte lepelstraat amsterdam 133131,Brandweer met spoed naar Korte Lepelstraat in Amsterdam,2024-02-03,23:34:20
brandweer,p 2 bnn-03 stank/hind. lucht binnen meting bocht oosterdiep veendam 013693 012531,Brandweer met gepaste spoed naar Bocht Oosterdiep in Veendam,2024-02-03,23:32:05
brandweer,p 2 bon-02 ass. ambu tilassistentie meerkoetstraat ermelo 061241,Assistentie ambulance op Meerkoetstraat in Ermelo,2024-02-03,23:30:07
politie,aanrijding letsel stenenkamerseweg putten 85706,Politie naar Stenenkamerseweg in Putten voor ongeval met letsel,2024-02-03,23:37:10
politie,graag contact kwc,Politie,2024-02-03,23:35:48
politie,2 ongeval wegvervoer materieel stationsplein rotterdam icnum 66265,Politie naar Stationsplein in Rotterdam voor Ongeval Wegvervoer Materieel,2024-02-03,23:34:01
brandweer,p 1 brt-02 br woning maarten harpertsz. trompweg dordrecht 189492 179081 186651 186632 186131,Woningbrand op Maarten Harpertsz. Trompweg in Dordrecht,2024-02-03,23:46:52
brandweer,p 1 persoon te water sluisjesdijk rotterdam,Persoon te water op Sluisjesdijk in Rotterdam,2024-02-03,23:43:12
brandweer,p 2 blb-02 ass. politie wijffelterbroekdijk weert 234531,Brandweer met gepaste spoed naar Wijffelterbroekdijk in Weert  assistentie politie,2024-02-03,23:42:18
brandweer,p 2 blb-02 ass. politie ags wijffelterbroekdijk weert 236121,Brandweer met gepaste spoed naar Wijffelterbroekdijk in Weert  assistentie politie,2024-02-03,23:42:07
politie,aanrijding letsel wolfskuilseweg schependomlaan nijmegen 85748,Politie naar Wolfskuilseweg in Nijmegen voor ongeval met letsel,2024-02-03,23:49:01
politie,graag contact oc-on. gms740.,Politie,2024-02-03,23:48:12
brandweer,p 2 blb-01 stormschade lorbaan schadijkerpeelweg america 232331,Stormschade op Lorbaan in America,2024-02-04,00:03:39
brandweer,p 1 brt-02 br woning ovd-bz maarten harpertsz. trompweg dordrecht 189893,Woningbrand op Maarten Harpertsz. Trompweg in Dordrecht,2024-02-04,00:02:20
brandweer,p 1 bnn-01 ongeval water vrachtschip brug schuilenburg skulenboargerwei eastermar 027114,Waterongeval op Skûlenboargerwei in Eastermar,2024-02-04,00:01:46
brandweer,p 1 bnn-01 ongeval water joost wiersmaweg jistrum 027111 027293 024532,Waterongeval op Joost Wiersmaweg in Jistrum,2024-02-03,23:57:16
brandweer,p 1 br woning maarten harpertsz. trompweg dordrecht,Geen beschrijving beschikbaar,2024-02-03,23:52:22
brandweer,"prio 4 a4 li 42,3 leiddm wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer naar A4 in Leidschendam,2024-02-03,23:51:18
brandweer,p 1 bad-01 br wegvervoer auto tesselschadestraat amsterdam 139233,Voertuigbrand op Tesselschadestraat in Amsterdam,2024-02-03,23:51:15
politie,2 ongeval wegvervoer materieel vroesenpad rotterdam icnum 66305,Politie naar Vroesenpad in Rotterdam voor Ongeval Wegvervoer Materieel,2024-02-04,00:05:57
politie,bel oc 29112,Politie,2024-02-04,00:03:27
politie,bel oc 29044,Politie,2024-02-03,23:59:40
politie,aanrijding letsel chinees wok restaurant hoofdstraat epe 85773,Politie naar Hoofdstraat in Epe voor ongeval met letsel,2024-02-03,23:59:25
politie,bel oc 29112,Politie,2024-02-03,23:53:20
politie,1 ongeval wegvervoer letsel abraham van stolkweg rotterdam icnum 66290,Politie naar Abraham van Stolkweg in Rotterdam voor ongeval met letsel,2024-02-03,23:52:07
trauma,a1 ambu 08993 hv weg letsel hoofdstraat epe rit 39090,Traumaheli naar Hoofdstraat in Epe voor ongeval met letsel,2024-02-03,23:59:22
trauma,a1 mmt 13991 molenvlietbaan woerden 11478 regio 09,Traumaheli naar Molenvlietbaan in Woerden,2024-02-03,23:51:07
brandweer,p 1 44451 letsel bachlaan waalwijk,Ongeval met letsel op Bachlaan in Waalwijk,2024-02-04,00:18:48
brandweer,p 2 bob-01 ass. politie jbz a1 seh henri dunantstraat 's-hertogenbosch 212031,Brandweer met gepaste spoed naar Henri Dunantstraat in Den Bosch  assistentie politie,2024-02-04,00:17:35
brandweer,gaarne contact mkb! middel br br woning maarten harpertsz. trompweg dordrecht,"De woningbrand, die naar Maarten Harpertsz. Trompweg in Dordrecht voor woningbrand middelbrand",2024-02-04,00:15:29
brandweer,p 1 brt-02 middel br br woning tbo maarten harpertsz. trompweg dordrecht,Woningbrand op Maarten Harpertsz. Trompweg in Dordrecht,2024-02-04,00:14:12
brandweer,p 1 bon-01 hv weg letsel zichtscherm chinees wok restaurant hoofdstraat epe 061571,Ongeval met letsel op Hoofdstraat in Epe,2024-02-04,00:06:50
politie,ongeval/wegvervoer/letsel prio 1 de westereen de oasterwei,Ongeval met letsel in De Westereen,2024-02-04,00:06:20
brandweer,p 2 bnn-05 br buiten bloemert tv reparatiebedrijf werkhorst meppel 039265,Geen beschrijving beschikbaar,2024-02-04,00:27:50
brandweer,gaarne contact mkb! brt-02 middel br br woning tbo maarten harpertsz. trompweg dordrecht 189488,"De woningbrand, die naar Maarten Harpertsz. Trompweg in Dordrecht voor woningbrand middelbrand",2024-02-04,00:26:35
brandweer,p 1 ongeval wegvervoer letsel weteringschans amsterdam,Ongeval met letsel op Weteringschans in Amsterdam,2024-02-04,00:23:54
brandweer,p 1 ongeval wegvervoer letsel weteringcircuit amsterdam,Ongeval met letsel in Amsterdam,2024-02-04,00:22:22
brandweer,p 2 bnn-05 br buiten werkhorst meppel 039231,Buitenbrand op Werkhorst in Meppel,2024-02-04,00:19:30
politie,graag contact oc apeldoorn politie gms 773,Politie naar Apeldoorn,2024-02-04,00:26:57
politie,aanrijding letsel chinees wok restaurant hoofdstraat epe 85773,Politie naar Hoofdstraat in Epe voor ongeval met letsel,2024-02-04,00:24:24
politie,"1 afgevallen lading a4 li 60,9 schiedam icnum 66347",Politie naar A4 in Schiedam,2024-02-04,00:21:22
brandweer,p 1 bdh-02 oms brandmelding stadsbaken spui 's-gravenhage 157830,Automatisch brandalarm op Spui in Den Haag,2024-02-04,00:41:37
brandweer,p 1 blb-03 reanimatie afhijsen cartilsstraat voerendaal 243251 244141,Geen beschrijving beschikbaar,2024-02-04,00:40:11
brandweer,p 1 44479 letsel kastanjelaan fijnaart,Ongeval met letsel op Kastanjelaan in Fijnaart,2024-02-04,00:40:09
brandweer,p 1 bdh-01 oms brandmelding winkelcentrum hoge veld limastraat 's-gravenhage 156831,Automatisch brandalarm op Limastraat in Den Haag,2024-02-04,00:38:24
brandweer,p 1 bmd-01 reanimatie afhijsen ijsselmeerlaan emmeloord 255151,Assistentie bij reanimatie op IJsselmeerlaan in Emmeloord,2024-02-04,00:36:05
brandweer,p 1 bmd-01 reanimatie ijsselmeerlaan emmeloord 256131,Assistentie bij reanimatie op IJsselmeerlaan in Emmeloord,2024-02-04,00:36:05
politie,aanrijding letsel biezendijk lopikerkapel,Politie naar Biezendijk in Lopikerkapel voor ongeval met letsel,2024-02-04,00:35:09
brandweer,p 2 ongeval wegvervoer letsel amstel amsterdam,Ongeval met letsel op Amstel in Amsterdam,2024-02-04,00:48:20
brandweer,p 1 44486 letsel generaal maczekstraat breda,Ongeval met letsel op Generaal Maczekstraat in Breda,2024-02-04,00:48:16
brandweer,p 2 bob-03 ass. politie meting berghemseweg oss 213131,Brandweer met gepaste spoed naar Berghemseweg in Oss  assistentie politie,2024-02-04,00:46:10
politie,2 ongeval wegvervoer materieel stadionweg rotterdam icnum 66362,Geen beschrijving beschikbaar,2024-02-04,00:51:59
politie,1 ongeval wegvervoer letsel wilhelminakade rotterdam icnum 66371,Politie naar Wilhelminakade in Rotterdam voor ongeval met letsel,2024-02-04,00:51:25
trauma,a1 ambu 17902 wilhelminakade rotterdam rottdm bon 18221,Traumaheli naar Wilhelminakade in Rotterdam,2024-02-04,00:51:25
trauma,a1 ambu 17992 wilhelminakade rotterdam rottdm bon 18221,Traumaheli naar Wilhelminakade in Rotterdam,2024-02-04,00:48:37
brandweer,p 1 bmd-03 br wegvervoer auto kempenaar lelystad 255132 255131,Voertuigbrand op Kempenaar in Lelystad,2024-02-04,01:44:48
brandweer,"p 1 bzb-02 ass. ambu tilassistentie, afhijsen 's-gravenstraat clinge 196731",Assistentie ambulance op 's-Gravenstraat in Clinge,2024-02-04,01:42:33
brandweer,"p 1 bon-02 hv weg letsel a1 re 136,6 bornerbroek 059094 055631",Ongeval met letsel op A1 in Bornerbroek,2024-02-04,01:39:52
brandweer,"p 1 blb-01 ongeval wegvervoer zware thv auto a73 li 66,4 venray 214041 231431",Ongeval op A73 in Venray,2024-02-04,01:38:57
brandweer,graag contact caco gmk den haag,Brandweer naar Den Haag,2024-02-04,01:37:52
brandweer,"p 2 br buiten a7 re - afsluitdijk,6 breezanddijk 105034",Buitenbrand op Afsluitdijk in Breezanddijk,2024-02-04,01:36:26
brandweer,"p 2 blb-01 dv wegvervoer a73 li 66,4 venray 231379 231371 231491",Brandweer met gepaste spoed naar A73 in Venray,2024-02-04,01:34:46
brandweer,graag contact oc boz svp,Geen beschrijving beschikbaar,2024-02-04,01:34:44
brandweer,p 1 bad-01 br wegvervoer auto nathan f. israelweg amsterdam 132131,Voertuigbrand op Nathan F. Israëlweg in Amsterdam,2024-02-04,01:33:57
brandweer,p 1 bmd-02 br wegvervoer auto golda meirstraat almere 254133 254131,Voertuigbrand op Golda Meirstraat in Almere,2024-02-04,01:32:46
brandweer,p 1 bzb-02 ass. ambu afhijsen 's-gravenstraat clinge 196750,Assistentie ambulance voor afhijsen patiënt op 's-Gravenstraat in Clinge,2024-02-04,01:31:44
brandweer,p 1 44521 letsel nassauplein tilburg,Ongeval met letsel op Nassauplein in Tilburg,2024-02-04,01:28:33
brandweer,p 1 steekpartij bullewijkpad amsterdam,Steekpartij op Bullewijkpad in Amsterdam,2024-02-04,01:27:44
brandweer,p 2 bzb-01 dier in problemen zandstraat chaam 207532,Dier in problemen op Zandstraat in Chaam,2024-02-04,01:23:22
brandweer,p 2 bdh-03 liftopsluiting haagse toren rijswijkseplein 's-gravenhage 157630,Assistentie bij liftopsluiting op Rijswijkseplein in Den Haag,2024-02-04,01:09:39
brandweer,p 2 bon-02 liftopsluiting wooldriksweg enschede 054131,Assistentie bij liftopsluiting op Wooldriksweg in Enschede,2024-02-04,01:08:38
brandweer,p 2 bnn-06 kleine br br container hallema bakkerij midstraat joure 020237,Buitenbrand (container) op Midstraat in Joure,2024-02-04,01:05:29
brandweer,p 2 bad-01 brandgerucht betreft: oms q-park amsterdam centraal p1 centre parking prins amsterdam 133131,Brandgerucht in Amsterdam,2024-02-04,01:04:56
brandweer,p 2 bad-01 brandgerucht detreft: oms q-park amsterdam centraal p1 centre parking prins amsterdam 133131,Brandgerucht in Amsterdam,2024-02-04,01:04:56
brandweer,p 1 brt-01 stank/hind. lucht gaslucht desdemonastraat hoogvliet rotterdam 172231 179195,Gaslucht op Desdemonastraat in Hoogvliet Rotterdam,2024-02-04,00:56:05
brandweer,p 1 bdh-01 br winkel winkelcentrum hoge veld limastraat 's-gravenhage 157650 157730 159591,Brandweer met spoed naar Limastraat in Den Haag,2024-02-04,00:54:07
politie,bel oc 29270,Politie,2024-02-04,01:46:10
politie,aanrijding letsel dr schaepmanstraat lichtenvoorde 86007,Politie naar dr Schaepmanstraat in Lichtenvoorde voor ongeval met letsel,2024-02-04,01:44:42
politie,graag contact oc apeldoorn 85975,Politie naar Apeldoorn,2024-02-04,01:40:10
politie,"aanrijding letsel a1 re 136,6 enter 85990",Politie naar A1 in Enter voor ongeval met letsel,2024-02-04,01:39:52
politie,aanrijding letsel a73 re oirlo,Politie naar A73 in Oirlo voor ongeval met letsel,2024-02-04,01:34:39
politie,contact caco,Politie,2024-02-04,01:31:59
politie,prio 1 ommedijk leiddp ongeval wegvervoer letsel fiets eenzijdig,Ongeval met letsel op Ommedijk in Leiderdorp,2024-02-04,01:30:40
politie,svp contact oc apeldoorn 894,Politie naar Apeldoorn,2024-02-04,01:20:59
politie,bel oc 29230,Politie,2024-02-04,01:12:03
politie,graag contact meldkamer politie gms 889,Politie,2024-02-04,01:01:41
politie,aanrijding letsel kerkraderweg heerlen,Politie naar Kerkraderweg in Heerlen voor ongeval met letsel,2024-02-04,01:00:54
politie,graag contact oc apeldoorn - politie - 773,Politie naar Apeldoorn,2024-02-04,00:58:31
politie,aanrijding letsel brinkersteeg veenendaal,Politie naar Veenendaal voor ongeval met letsel,2024-02-04,00:56:27
trauma,"a1 ambu 08993 dv wegvervoer a73 li venray 66,4 rit 39150",Traumaheli naar A73 in Venray,2024-02-04,01:38:57
trauma,a1 13102 13812 13991 13165 bullewijkpad amsterdam 11493 11494 11495 11496,Traumaheli naar Bullewijkpad in Amsterdam,2024-02-04,01:27:44
brandweer,p 1 brt-03 br wegvervoer auto nieuwstraat berkel en rodenrijs 170531,Voertuigbrand op Nieuwstraat in Berkel En Rodenrijs,2024-02-04,02:34:37
brandweer,p 1 brt-03 br wegvervoer auto nieuwstraat berkel en rodenrijs 170761,Voertuigbrand op Nieuwstraat in Berkel En Rodenrijs,2024-02-04,02:34:37
brandweer,p 1 br wegvervoer auto nieuwstraat berkel en rodenrijs,Geen beschrijving beschikbaar,2024-02-04,02:33:31
brandweer,p 1 bad-02 brandgerucht jan mankesstraat amsterdam 132631,Brandgerucht op Jan Mankesstraat in Amsterdam,2024-02-04,02:31:46
brandweer,p 1 brt-03 br wegvervoer auto nieuwstraat berkel en rodenrijs 179201,Voertuigbrand op Nieuwstraat in Berkel En Rodenrijs,2024-02-04,02:29:57
brandweer,p 1 bdh-02 br woning herbarenerf waddinxveen 163152 169194 162260 163830 163130,Woningbrand op Herbarenerf in Waddinxveen,2024-02-04,02:27:46
brandweer,p 1 brt-03 br wegvervoer auto nieuwstraat berkel en rodenrijs 170731,Voertuigbrand op Nieuwstraat in Berkel En Rodenrijs,2024-02-04,02:26:09
brandweer,p 2 bdh-03 ass. politie ovd-b wolmaransstraat 's-gravenhage 157830 159591,Brandweer met gepaste spoed naar Wolmaransstraat in Den Haag  assistentie politie,2024-02-04,02:21:09
brandweer,"p 1 blb-03 br wegvervoer vrachtauto, auto radiumplein maastricht 243451",Voertuigbrand in Maastricht,2024-02-04,02:15:14
brandweer,"p 1 blb-03 br wegvervoer vrachtauto, auto radiumplein maastricht 243991 243862 243281",Geen beschrijving beschikbaar,2024-02-04,02:14:22
brandweer,p 1 blb-03 br wegvervoer auto radiumplein maastricht 243231,Voertuigbrand in Maastricht,2024-02-04,02:10:25
brandweer,graag hefbrug boskoop vrij houden.,Brandweer naar Boskoop,2024-02-04,02:09:56
brandweer,graag hefbrug waddinxveen vrij houden.,Brandweer naar Waddinxveen,2024-02-04,02:09:56
brandweer,"p 1 bon-02 hv weg letsel a1 re 136,6 bornerbroek 053171",Ongeval met letsel op A1 in Bornerbroek,2024-02-04,01:53:56
brandweer,p 2 blb-02 br buiten weg van heer naar bemelen maastricht 244031,Brandweer met gepaste spoed voor buitenbrand,2024-02-04,01:49:05
politie,bel oc 29297,Politie,2024-02-04,02:39:27
politie,bel oc 29309,Politie,2024-02-04,02:33:27
politie,contact oc apeldoorn gms025,Politie naar Apeldoorn,2024-02-04,02:27:27
politie,aanrijding letsel weidestraat enschede 86072,Politie naar Enschede voor ongeval met letsel,2024-02-04,02:26:10
politie,gaarne telefonisch contakt oc,Politie,2024-02-04,02:20:51
politie,voa graag contact met oc apeldoorn 85990,Politie naar Apeldoorn,2024-02-04,02:16:40
politie,1 ongeval wegvervoer letsel breeweg rotterdam icnum 66474,Politie naar Breeweg in Rotterdam voor ongeval met letsel,2024-02-04,02:15:40
politie,graag contact oc apeldoorn. gms 025,Politie naar Apeldoorn,2024-02-04,02:10:08
politie,graag contact oc-on. gms050.,Politie,2024-02-04,02:09:27
politie,bel oc 29275,Politie,2024-02-04,02:04:12
politie,ongeval wegvervoer letsel de bontstraatst son en breugel,Politie naar de Bontstraat in Son En Breugel voor ongeval met letsel,2024-02-04,02:03:03
politie,graag contact oc-on. gms037,Politie,2024-02-04,01:58:33
brandweer,p 1 br wegvervoer auto buddingh'plein dordrecht,Voertuigbrand op Buddingh'plein in Dordrecht,2024-02-04,03:12:40
brandweer,p 1 brt-02 br wegvervoer auto buddingh'plein dordrecht 186531,Voertuigbrand op Buddingh'plein in Dordrecht,2024-02-04,03:12:40
brandweer,p 1 bon-08 br woning stacaravan eurocamping siemerink reininksweg deurningen oldenzaal 059096 052131 052731 052761,Woningbrand op Reininksweg in Deurningen,2024-02-04,03:10:11
brandweer,gaarne contact mkb! brt-01 stank/hind. lucht gaslucht binnen ovd-bz desdemonastraat hoogvliet rotterdam,Brandweer naar Desdemonastraat in Hoogvliet Rotterdam voor Gaslucht,2024-02-04,03:06:52
brandweer,p 1 stank/hind. lucht gaslucht binnen desdemonastraat hoogvliet rotterdam,Gaslucht op Desdemonastraat in Hoogvliet Rotterdam,2024-02-04,03:06:01
brandweer,p 1 oms br beheerssyst. hoog catharijne bv stationsstraat utrecht 098036,Automatisch brandalarm op Stationsstraat in Utrecht,2024-02-04,03:05:28
brandweer,p 1 bob-01 reanimatie pastoor petersstraat eindhoven 222332,Assistentie bij reanimatie op Pastoor Petersstraat in Eindhoven,2024-02-04,03:04:28
brandweer,p 2 blb-02 stank/hind. lucht koolmonoxide meting pieter litjensweg meterik 232331,Brandweer met gepaste spoed naar Pieter Litjensweg in Meterik,2024-02-04,03:02:43
brandweer,p 1 intrekken alarm brw oms handmelder nw ziekenhuis ingang 2 hoofdingang huisduinerweg den helder,Automatisch brandalarm (handmelder) op Huisduinerweg in Den Helder,2024-02-04,03:01:13
brandweer,p 1 bob-02 br wegvervoer auto noordhoekstraat schaijk 213861,Voertuigbrand op Noordhoekstraat in Schaijk,2024-02-04,03:00:20
brandweer,p 1 bob-02 br wegvervoer auto noordhoekstraat schaijk 213441,Voertuigbrand op Noordhoekstraat in Schaijk,2024-02-04,03:00:20
brandweer,p 1 bnh-02 oms handmelder nw ziekenhuis ingang 2 hoofdingang huisduinerweg den helder 106592 104432 104431,Automatisch brandalarm (handmelder) op Huisduinerweg in Den Helder,2024-02-04,02:59:16
brandweer,p 1 bad-01 reanimatie ras eetcafe wijttenbachstraat amsterdam 133131,Assistentie bij reanimatie op Wijttenbachstraat in Amsterdam,2024-02-04,02:58:25
brandweer,p 2 bon-06 br gerucht mesa zorgboerderij meeuwerdensestraat herveld 074331,Brandgerucht op Meeuwerdensestraat in Herveld,2024-02-04,02:54:33
brandweer,p 2 bzb-03 ass. pol paterserf oosterhout nb 205335,Brandweer met gepaste spoed naar Paterserf in Oosterhout,2024-02-04,02:53:35
brandweer,p 1 bzb-02 br container weitjes drimmelen 205432,Buitenbrand (container) op Weitjes in Drimmelen,2024-02-04,02:52:56
brandweer,p 1 bzb-01 br wegvervoer brusselstraat breda 203132,Voertuigbrand op Brusselstraat in Breda,2024-02-04,02:51:46
brandweer,p 2 bdh-03 ass. politie wolmyransstraat 's-gravenhage 157770,Brandweer met gepaste spoed naar Den Haag  assistentie politie,2024-02-04,02:50:26
brandweer,p 2 bdh-03 ass. politie wolmaransstraat 's-gravenhage 157770,Brandweer met gepaste spoed naar Wolmaransstraat in Den Haag  assistentie politie,2024-02-04,02:50:26
brandweer,p 2 bnh-01 brandgerucht stijl hoorn nh 105132,Brandgerucht op Stijl in Hoorn,2024-02-04,02:46:23
brandweer,contact ac br wegvervoer ovd-b auto nieuwstraat berkel en rodenrijs 179192,Brandweer naar Nieuwstraat in Berkel En Rodenrijs voor telefonisch contact meldkamer,2024-02-04,02:44:29
brandweer,p 1 brt-04 br wegvervoer auto slakkenveen spijkenisse 173131,Voertuigbrand op Slakkenveen in Spijkenisse,2024-02-04,02:42:33
politie,steekpartij pastoor petersstraat eindhoven,Politie naar Pastoor Petersstraat in Eindhoven voor steekpartij,2024-02-04,03:04:28
politie,steekincident de liesbosch nieuwegein,Politie naar De Liesbosch in Nieuwegein,2024-02-04,02:50:33
politie,1 steekpartij lisztplein schiedam icnum 66506,Politie naar Lisztplein in Schiedam voor steekpartij,2024-02-04,02:46:44
trauma,a0 dia: ja ambu 17902 pastoor petersstraat eindhoven eindhv bon 18255,Traumaheli,2024-02-04,03:09:37
trauma,a0 dia: ja ambu 17992 pastoor petersstraat eindhoven eindhv bon 18255,Traumaheli,2024-02-04,03:08:52
trauma,a1 ambu 17902 wijttenbachstraat 1093jb amsterdam amsdam bon 18253,Traumaheli naar 1093JB,2024-02-04,03:02:56
trauma,a1 ambu 17992 wijttenbachstraat 1093jb amsterdam amsdam bon 18253,Traumaheli naar 1093JB,2024-02-04,03:00:35
trauma,a1 13991 de liesbosch nieuwegein 11516 regio 09,Traumaheli naar De Liesbosch in Nieuwegein,2024-02-04,02:54:44
brandweer,ovd-bz graag telefonisch contact caco,Brandweer,2024-02-04,03:25:52
brandweer,p 2 herbezet./kazerneren kazerne frobenstraat rotterdam 170532,Geen beschrijving beschikbaar,2024-02-04,03:18:05
brandweer,gaarne contact mkb! brt-02 middel br br wegvervoer ovd-bz auto buddingh'plein dordrecht 189893,"De voertuigbrand, die naar Buddingh'plein in Dordrecht voor Voertuigbrand middelbrand",2024-02-04,03:17:52
brandweer,p 1 brt-02 middel br br wegvervoer auto buddingh'plein dordrecht 189421 189821,Geen beschrijving beschikbaar,2024-02-04,03:16:02
brandweer,p 1 brt-02 middel br br wegvervoer auto buddingh'plein dordrecht 189492 186632,Voertuigbrand op Buddingh'plein in Dordrecht,2024-02-04,03:15:31
trauma,a1 dia 13901 vijzelmolen hoorn nh 11529,Traumaheli naar Vijzelmolen in Hoorn,2024-02-04,03:27:07
trauma,a1 dia: ja ambu 17902 vijzelmolen 1622kj hoorn nh hoornh bon 18260,Traumaheli naar 1622KJ,2024-02-04,03:23:31
trauma,a1 13901 keizersgracht amsterdam 11526,Traumaheli naar Keizersgracht in Amsterdam,2024-02-04,03:20:33
brandweer,contact ac stank/hind. lucht gaslucht binnen hovd-b desdemonastraat agggvliet rotterdam 179091,Brandweer naar Rotterdam voor Gaslucht,2024-02-04,03:39:07
brandweer,contact ac stank/hind. lucht gaslucht binnen hovd-b desdemonastraat hoogvliet rotterdam 179091,Brandweer naar Desdemonastraat in Hoogvliet Rotterdam voor Gaslucht,2024-02-04,03:39:07
brandweer,p 2 uitval nutsvoorz. elektriciteit bedrijfsweg pannenschuurlaan oisterwijk,Brandweer met gepaste spoed naar Bedrijfsweg in Oisterwijk,2024-02-04,03:37:12
brandweer,p 2 bon-01 reinigen wegdek chinees wok restaurant hoofdstraat epe 062231,Reinigen wegdek op Hoofdstraat in Epe,2024-02-04,03:34:20
brandweer,aub contact meldkamer,Brandweer,2024-02-04,03:31:21
trauma,a1 13991 13109 werfkade 1033 amsterdam 11533 11534,Traumaheli naar Amsterdam,2024-02-04,03:46:48
brandweer,p 2 brt-04 br container van der meydestraat statenweg rotterdam 170532,Buitenbrand (container) op Van der Meydestraat in Rotterdam,2024-02-04,04:07:28
brandweer,p 1 44662 letsel afrit a4 re - hoogerheide 30 hoogerheide,Ongeval met letsel op A4 in Hoogerheide,2024-02-04,04:06:26
brandweer,p 1 bon-09 grote br br industrie havenstraat vroomshoop 059004 059091 053631 059002 059001,Industriebrand op Havenstraat in Vroomshoop,2024-02-04,04:01:58
brandweer,p 1 bon-09 br industrie havenstraat vroomshoop 053151 059095 059021 053561 053531 053431,Industriebrand op Havenstraat in Vroomshoop,2024-02-04,04:01:58
brandweer,p 1 grote br br industrie havenstraat vroomshoop,Industriebrand op Havenstraat in Vroomshoop,2024-02-04,04:01:48
trauma,a1 dia: ja ambu 17902 burgemeester bosselaarstraat 4363av aagtekerke aagtkk bon 18268,Traumaheli naar 4363AV,2024-02-04,04:08:16
brandweer,p 1 son-02 grip 1 zeer gr. br br industrie voormalig vroomshoop meubelen havenstraat vroomshoop 059092,Industriebrand op Havenstraat in Vroomshoop,2024-02-04,04:19:36
brandweer,p 1 bon-10 zeer gr. br br industrie voormalig vroomshoop meubelen havenstraat vroomshoop 042260 042360,Industriebrand op Havenstraat in Vroomshoop,2024-02-04,04:17:20
